timestamp,api_type,planning_area,subzone,poi_dimension,place_query_type,query,status,error_message,result_count,place_name
2026-07-16T13:14:38.980851,text_search,Clementi,Faber,recreation,playground,"playground in Faber, Clementi, Singapore",OK,,20,
2026-07-16T13:14:39.954065,text_search,Clementi,Faber,nature,park,"park in Faber, Clementi, Singapore",OK,,1,
2026-07-16T13:14:40.694443,text_search,Clementi,Faber,nature,nature reserve,"nature reserve in Faber, Clementi, Singapore",OK,,20,
2026-07-16T13:14:41.573710,text_search,Clementi,Faber,nature,garden,"garden in Faber, Clementi, Singapore",OK,,20,
2026-07-16T13:14:42.534339,text_search,Clementi,Faber,nature,beach,"beach in Faber, Clementi, Singapore",OK,,20,
2026-07-16T13:14:43.480311,text_search,Clementi,Faber,nature,waterfront,"waterfront in Faber, Clementi, Singapore",OK,,3,
2026-07-16T13:14:44.386506,text_search,Clementi,Faber,nature,park connector,"park connector in Faber, Clementi, Singapore",OK,,7,
2026-07-16T13:14:45.338481,text_search,Clementi,Pandan,education,kindergarten,"kindergarten in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:14:46.122710,text_search,Clementi,Pandan,education,childcare centre,"childcare centre in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:14:47.199018,text_search,Clementi,Pandan,education,primary school,"primary school in Pandan, Clementi, Singapore",OK,,15,
2026-07-16T13:14:48.285174,text_search,Clementi,Pandan,education,secondary school,"secondary school in Pandan, Clementi, Singapore",OK,,8,
2026-07-16T13:14:49.091245,text_search,Clementi,Pandan,education,junior college,"junior college in Pandan, Clementi, Singapore",OK,,16,
2026-07-16T13:14:49.964995,text_search,Clementi,Pandan,education,polytechnic,"polytechnic in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:14:50.813960,text_search,Clementi,Pandan,education,university,"university in Pandan, Clementi, Singapore",OK,,7,
2026-07-16T13:14:51.432280,text_search,Clementi,Pandan,education,tuition centre,"tuition centre in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:14:52.438205,text_search,Clementi,Pandan,education,library,"library in Pandan, Clementi, Singapore",OK,,3,
2026-07-16T13:14:53.433111,text_search,Clementi,Pandan,transport,MRT station,"MRT station in Pandan, Clementi, Singapore",OK,,8,
2026-07-16T13:14:54.378936,text_search,Clementi,Pandan,transport,bus stop,"bus stop in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:14:55.348038,text_search,Clementi,Pandan,transport,bus interchange,"bus interchange in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:14:56.316761,text_search,Clementi,Pandan,transport,LRT station,"LRT station in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:14:57.034200,text_search,Clementi,Pandan,food,hawker centre,"hawker centre in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:14:58.119544,text_search,Clementi,Pandan,food,food court,"food court in Pandan, Clementi, Singapore",OK,,18,
2026-07-16T13:14:59.112948,text_search,Clementi,Pandan,food,coffee shop,"coffee shop in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:14:59.830003,text_search,Clementi,Pandan,food,restaurant,"restaurant in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:00.913715,text_search,Clementi,Pandan,food,cafe,"cafe in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:01.680859,text_search,Clementi,Pandan,shopping,shopping mall,"shopping mall in Pandan, Clementi, Singapore",OK,,10,
2026-07-16T13:15:02.471723,text_search,Clementi,Pandan,shopping,supermarket,"supermarket in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:03.368254,text_search,Clementi,Pandan,shopping,grocery store,"grocery store in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:04.188569,text_search,Clementi,Pandan,shopping,convenience store,"convenience store in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:04.732544,text_search,Clementi,Pandan,shopping,wet market,"wet market in Pandan, Clementi, Singapore",OK,,4,
2026-07-16T13:15:06.071118,text_search,Clementi,Pandan,recreation,gym,"gym in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:06.947650,text_search,Clementi,Pandan,recreation,sports centre,"sports centre in Pandan, Clementi, Singapore",OK,,16,
2026-07-16T13:15:08.061519,text_search,Clementi,Pandan,recreation,swimming complex,"swimming complex in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:08.973325,text_search,Clementi,Pandan,recreation,cinema,"cinema in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:09.605475,text_search,Clementi,Pandan,recreation,community club,"community club in Pandan, Clementi, Singapore",OK,,14,
2026-07-16T13:15:10.796718,text_search,Clementi,Pandan,recreation,playground,"playground in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:11.394621,text_search,Clementi,Pandan,nature,park,"park in Pandan, Clementi, Singapore",OK,,1,
2026-07-16T13:15:12.335001,text_search,Clementi,Pandan,nature,nature reserve,"nature reserve in Pandan, Clementi, Singapore",OK,,11,
2026-07-16T13:15:13.132268,text_search,Clementi,Pandan,nature,garden,"garden in Pandan, Clementi, Singapore",OK,,1,
2026-07-16T13:15:13.760659,text_search,Clementi,Pandan,nature,beach,"beach in Pandan, Clementi, Singapore",OK,,4,
2026-07-16T13:15:14.450642,text_search,Clementi,Pandan,nature,waterfront,"waterfront in Pandan, Clementi, Singapore",OK,,20,
2026-07-16T13:15:15.238645,text_search,Clementi,Pandan,nature,park connector,"park connector in Pandan, Clementi, Singapore",OK,,1,
2026-07-16T13:15:15.870688,text_search,Clementi,Sunset Way,education,kindergarten,"kindergarten in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:16.645376,text_search,Clementi,Sunset Way,education,childcare centre,"childcare centre in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:17.418672,text_search,Clementi,Sunset Way,education,primary school,"primary school in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:18.365797,text_search,Clementi,Sunset Way,education,secondary school,"secondary school in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:19.284849,text_search,Clementi,Sunset Way,education,junior college,"junior college in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:19.997842,text_search,Clementi,Sunset Way,education,polytechnic,"polytechnic in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:20.987184,text_search,Clementi,Sunset Way,education,university,"university in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:21.690957,text_search,Clementi,Sunset Way,education,tuition centre,"tuition centre in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:22.609165,text_search,Clementi,Sunset Way,education,library,"library in Sunset Way, Clementi, Singapore",OK,,16,
2026-07-16T13:15:23.261395,text_search,Clementi,Sunset Way,transport,MRT station,"MRT station in Sunset Way, Clementi, Singapore",OK,,18,
2026-07-16T13:15:24.100205,text_search,Clementi,Sunset Way,transport,bus stop,"bus stop in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:25.053636,text_search,Clementi,Sunset Way,transport,bus interchange,"bus interchange in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:26.137732,text_search,Clementi,Sunset Way,transport,LRT station,"LRT station in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:26.828728,text_search,Clementi,Sunset Way,food,hawker centre,"hawker centre in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:27.487725,text_search,Clementi,Sunset Way,food,food court,"food court in Sunset Way, Clementi, Singapore",OK,,12,
2026-07-16T13:15:28.078391,text_search,Clementi,Sunset Way,food,coffee shop,"coffee shop in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:28.825218,text_search,Clementi,Sunset Way,food,restaurant,"restaurant in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:29.723036,text_search,Clementi,Sunset Way,food,cafe,"cafe in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:30.382382,text_search,Clementi,Sunset Way,shopping,shopping mall,"shopping mall in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:31.075116,text_search,Clementi,Sunset Way,shopping,supermarket,"supermarket in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:32.013548,text_search,Clementi,Sunset Way,shopping,grocery store,"grocery store in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:33.134294,text_search,Clementi,Sunset Way,shopping,convenience store,"convenience store in Sunset Way, Clementi, Singapore",OK,,3,
2026-07-16T13:15:34.042748,text_search,Clementi,Sunset Way,shopping,wet market,"wet market in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:34.764678,text_search,Clementi,Sunset Way,recreation,gym,"gym in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:35.456490,text_search,Clementi,Sunset Way,recreation,sports centre,"sports centre in Sunset Way, Clementi, Singapore",OK,,17,
2026-07-16T13:15:36.476555,text_search,Clementi,Sunset Way,recreation,swimming complex,"swimming complex in Sunset Way, Clementi, Singapore",OK,,2,
2026-07-16T13:15:37.558352,text_search,Clementi,Sunset Way,recreation,cinema,"cinema in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:38.652342,text_search,Clementi,Sunset Way,recreation,community club,"community club in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:39.599779,text_search,Clementi,Sunset Way,recreation,playground,"playground in Sunset Way, Clementi, Singapore",OK,,3,
2026-07-16T13:15:40.425312,text_search,Clementi,Sunset Way,nature,park,"park in Sunset Way, Clementi, Singapore",OK,,10,
2026-07-16T13:15:41.151478,text_search,Clementi,Sunset Way,nature,nature reserve,"nature reserve in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:42.048078,text_search,Clementi,Sunset Way,nature,garden,"garden in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:43.312390,text_search,Clementi,Sunset Way,nature,beach,"beach in Sunset Way, Clementi, Singapore",OK,,20,
2026-07-16T13:15:44.352006,text_search,Clementi,Sunset Way,nature,waterfront,"waterfront in Sunset Way, Clementi, Singapore",OK,,16,
2026-07-16T13:15:45.240842,text_search,Clementi,Sunset Way,nature,park connector,"park connector in Sunset Way, Clementi, Singapore",OK,,4,
2026-07-16T13:15:46.465158,text_search,Clementi,Toh Tuck,education,kindergarten,"kindergarten in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:47.188436,text_search,Clementi,Toh Tuck,education,childcare centre,"childcare centre in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:47.764896,text_search,Clementi,Toh Tuck,education,primary school,"primary school in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:48.409663,text_search,Clementi,Toh Tuck,education,secondary school,"secondary school in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:49.111883,text_search,Clementi,Toh Tuck,education,junior college,"junior college in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:50.092832,text_search,Clementi,Toh Tuck,education,polytechnic,"polytechnic in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:50.826203,text_search,Clementi,Toh Tuck,education,university,"university in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:51.787690,text_search,Clementi,Toh Tuck,education,tuition centre,"tuition centre in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:52.747213,text_search,Clementi,Toh Tuck,education,library,"library in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:53.837425,text_search,Clementi,Toh Tuck,transport,MRT station,"MRT station in Toh Tuck, Clementi, Singapore",OK,,12,
2026-07-16T13:15:54.685228,text_search,Clementi,Toh Tuck,transport,bus stop,"bus stop in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:55.727265,text_search,Clementi,Toh Tuck,transport,bus interchange,"bus interchange in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:56.611570,text_search,Clementi,Toh Tuck,transport,LRT station,"LRT station in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:57.508299,text_search,Clementi,Toh Tuck,food,hawker centre,"hawker centre in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:58.500897,text_search,Clementi,Toh Tuck,food,food court,"food court in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:15:59.341061,text_search,Clementi,Toh Tuck,food,coffee shop,"coffee shop in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:00.519336,text_search,Clementi,Toh Tuck,food,restaurant,"restaurant in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:01.778015,text_search,Clementi,Toh Tuck,food,cafe,"cafe in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:02.805861,text_search,Clementi,Toh Tuck,shopping,shopping mall,"shopping mall in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:03.776183,text_search,Clementi,Toh Tuck,shopping,supermarket,"supermarket in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:04.596754,text_search,Clementi,Toh Tuck,shopping,grocery store,"grocery store in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:05.301685,text_search,Clementi,Toh Tuck,shopping,convenience store,"convenience store in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:05.997163,text_search,Clementi,Toh Tuck,shopping,wet market,"wet market in Toh Tuck, Clementi, Singapore",OK,,10,
2026-07-16T13:16:06.908610,text_search,Clementi,Toh Tuck,recreation,gym,"gym in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:07.726441,text_search,Clementi,Toh Tuck,recreation,sports centre,"sports centre in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:08.587595,text_search,Clementi,Toh Tuck,recreation,swimming complex,"swimming complex in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:09.395728,text_search,Clementi,Toh Tuck,recreation,cinema,"cinema in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:10.302186,text_search,Clementi,Toh Tuck,recreation,community club,"community club in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:11.044032,text_search,Clementi,Toh Tuck,recreation,playground,"playground in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:12.106554,text_search,Clementi,Toh Tuck,nature,park,"park in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:12.964163,text_search,Clementi,Toh Tuck,nature,nature reserve,"nature reserve in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:13.876845,text_search,Clementi,Toh Tuck,nature,garden,"garden in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:14.822434,text_search,Clementi,Toh Tuck,nature,beach,"beach in Toh Tuck, Clementi, Singapore",OK,,18,
2026-07-16T13:16:15.579257,text_search,Clementi,Toh Tuck,nature,waterfront,"waterfront in Toh Tuck, Clementi, Singapore",OK,,12,
2026-07-16T13:16:16.468095,text_search,Clementi,Toh Tuck,nature,park connector,"park connector in Toh Tuck, Clementi, Singapore",OK,,20,
2026-07-16T13:16:17.420322,text_search,Clementi,West Coast,education,kindergarten,"kindergarten in West Coast, Clementi, Singapore",OK,,19,
2026-07-16T13:16:18.375806,text_search,Clementi,West Coast,education,childcare centre,"childcare centre in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:19.275871,text_search,Clementi,West Coast,education,primary school,"primary school in West Coast, Clementi, Singapore",OK,,15,
2026-07-16T13:16:20.061060,text_search,Clementi,West Coast,education,secondary school,"secondary school in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:20.652843,text_search,Clementi,West Coast,education,junior college,"junior college in West Coast, Clementi, Singapore",OK,,16,
2026-07-16T13:16:21.166005,text_search,Clementi,West Coast,education,polytechnic,"polytechnic in West Coast, Clementi, Singapore",OK,,8,
2026-07-16T13:16:21.824318,text_search,Clementi,West Coast,education,university,"university in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:22.425528,text_search,Clementi,West Coast,education,tuition centre,"tuition centre in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:23.296201,text_search,Clementi,West Coast,education,library,"library in West Coast, Clementi, Singapore",OK,,1,
2026-07-16T13:16:23.908218,text_search,Clementi,West Coast,transport,MRT station,"MRT station in West Coast, Clementi, Singapore",OK,,6,
2026-07-16T13:16:24.855864,text_search,Clementi,West Coast,transport,bus stop,"bus stop in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:25.489398,text_search,Clementi,West Coast,transport,bus interchange,"bus interchange in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:26.067715,text_search,Clementi,West Coast,transport,LRT station,"LRT station in West Coast, Clementi, Singapore",OK,,6,
2026-07-16T13:16:26.856381,text_search,Clementi,West Coast,food,hawker centre,"hawker centre in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:27.935799,text_search,Clementi,West Coast,food,food court,"food court in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:28.923659,text_search,Clementi,West Coast,food,coffee shop,"coffee shop in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:29.970111,text_search,Clementi,West Coast,food,restaurant,"restaurant in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:31.095401,text_search,Clementi,West Coast,food,cafe,"cafe in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:32.059642,text_search,Clementi,West Coast,shopping,shopping mall,"shopping mall in West Coast, Clementi, Singapore",OK,,4,
2026-07-16T13:16:32.647744,text_search,Clementi,West Coast,shopping,supermarket,"supermarket in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:33.295009,text_search,Clementi,West Coast,shopping,grocery store,"grocery store in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:34.643686,text_search,Clementi,West Coast,shopping,convenience store,"convenience store in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:35.192019,text_search,Clementi,West Coast,shopping,wet market,"wet market in West Coast, Clementi, Singapore",OK,,8,
2026-07-16T13:16:36.195501,text_search,Clementi,West Coast,recreation,gym,"gym in West Coast, Clementi, Singapore",OK,,8,
2026-07-16T13:16:36.848938,text_search,Clementi,West Coast,recreation,sports centre,"sports centre in West Coast, Clementi, Singapore",OK,,10,
2026-07-16T13:16:37.414110,text_search,Clementi,West Coast,recreation,swimming complex,"swimming complex in West Coast, Clementi, Singapore",OK,,6,
2026-07-16T13:16:38.498421,text_search,Clementi,West Coast,recreation,cinema,"cinema in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:39.210218,text_search,Clementi,West Coast,recreation,community club,"community club in West Coast, Clementi, Singapore",OK,,2,
2026-07-16T13:16:40.323200,text_search,Clementi,West Coast,recreation,playground,"playground in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:40.918904,text_search,Clementi,West Coast,nature,park,"park in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:41.552822,text_search,Clementi,West Coast,nature,nature reserve,"nature reserve in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:42.411714,text_search,Clementi,West Coast,nature,garden,"garden in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:43.421660,text_search,Clementi,West Coast,nature,beach,"beach in West Coast, Clementi, Singapore",OK,,20,
2026-07-16T13:16:44.064019,text_search,Clementi,West Coast,nature,waterfront,"waterfront in West Coast, Clementi, Singapore",OK,,4,
2026-07-16T13:16:44.919977,text_search,Clementi,West Coast,nature,park connector,"park connector in West Coast, Clementi, Singapore",OK,,2,
2026-07-16T13:16:45.512740,place_details_reviews,Clementi,Clementi Central,education,kindergarten,ChIJ_31s5Y4a2jERTj7-Vwmg9f4,OK,,5,HATCH by TOUCH Preschools@Clementi 333
2026-07-16T13:16:46.314822,place_details_reviews,Clementi,Clementi Central,education,kindergarten,ChIJv9msmZka2jERfSSohCAPsV8,OK,,5,Clementi Woods Kindergarten
2026-07-16T13:16:47.055903,place_details_reviews,Clementi,Clementi Central,education,childcare centre,ChIJQ_ullaob2jERM_eDWJztr4g,OK,,5,MindChamps MindSpace @ Clementi Central | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
2026-07-16T13:16:47.795061,place_details_reviews,Clementi,Clementi Central,education,primary school,ChIJgzPSLZAa2jERfE9_WhsbuJU,OK,,0,Clementi Primary School
2026-07-16T13:16:48.414235,place_details_reviews,Clementi,Clementi Central,education,primary school,ChIJPYcisoQa2jERNFMXy8mgssw,OK,,0,Pei Tong Primary School
2026-07-16T13:16:48.744865,place_details_reviews,Clementi,Clementi Central,education,secondary school,ChIJQZgPTpAa2jER9P9PQ1O8K48,OK,,0,Clementi Town Secondary School
2026-07-16T13:16:49.315556,place_details_reviews,Clementi,Clementi Central,education,secondary school,ChIJHZaFrPQa2jER3PP0AhzvhCU,OK,,0,Nan Hua High School
2026-07-16T13:16:50.176014,place_details_reviews,Clementi,Clementi Central,education,junior college,ChIJq8UGJo4a2jER0ypiQDLiXpg,OK,,5,The Clementi Mall
2026-07-16T13:16:50.755130,place_details_reviews,Clementi,Clementi Central,education,junior college,ChIJq6qq2oUa2jERdIXhE3knPCM,OK,,5,Clementi Community Centre
2026-07-16T13:16:51.268839,place_details_reviews,Clementi,Clementi Central,education,polytechnic,ChIJWeO0jn0Q2jERQwzr3v_n0nU,OK,,5,Ngee Ann Polytechnic
2026-07-16T13:16:51.990196,place_details_reviews,Clementi,Clementi Central,education,polytechnic,ChIJCZ8A4H0Q2jERHSbMwTO6bh4,OK,,5,Ngee Ann CET Academy
2026-07-16T13:16:52.402027,place_details_reviews,Clementi,Clementi Central,education,university,ChIJvQQziYAQ2jERCOP-JKA4N9k,OK,,5,Singapore University of Social Sciences
2026-07-16T13:16:52.921399,place_details_reviews,Clementi,Clementi Central,education,university,ChIJ3bKPZIAQ2jERyElsugachYI,OK,,0,SIM Campus
2026-07-16T13:16:53.635241,place_details_reviews,Clementi,Clementi Central,education,tuition centre,ChIJQTCeRYUb2jER5TPLc9QLANQ,OK,,5,Yi Xue Learning Centre (易学堂) - Clementi
2026-07-16T13:16:54.234753,place_details_reviews,Clementi,Clementi Central,education,tuition centre,ChIJsVwYjpEa2jERnuMF9_Z0V7s,OK,,5,SucZest Education Centre
2026-07-16T13:16:54.933016,place_details_reviews,Clementi,Clementi Central,education,library,ChIJAQBALo4a2jERvRLiVO2P_1U,OK,,5,Clementi Library
2026-07-16T13:16:55.755830,place_details_reviews,Clementi,Clementi Central,transport,MRT station,ChIJ3xyNSo4a2jERqNGwk8wG_NA,OK,,5,Clementi MRT station
2026-07-16T13:16:56.177939,place_details_reviews,Clementi,Clementi Central,transport,MRT station,ChIJwSNoSo4a2jERJV-XA_Ifq-Q,OK,,5,Clementi
2026-07-16T13:16:56.581171,place_details_reviews,Clementi,Clementi Central,transport,bus stop,ChIJT0PyK44a2jER1jVN-Eu18cI,OK,,5,Clementi Interchange
2026-07-16T13:16:57.220192,place_details_reviews,Clementi,Clementi Central,transport,bus stop,ChIJ9fbV3o8a2jEReuPAs7NXGzY,OK,,5,Clementi
2026-07-16T13:16:57.720477,place_details_reviews,Clementi,Clementi Central,transport,bus interchange,ChIJZ5viQtIb2jERyXcHanYDnwQ,OK,,5,Clementi Bus Interchange
2026-07-16T13:16:58.277161,place_details_reviews,Clementi,Clementi Central,food,hawker centre,ChIJD8PLCI4a2jERgSR2V_uOcBs,OK,,5,Clementi 448 Market & Food Centre
2026-07-16T13:16:59.002143,place_details_reviews,Clementi,Clementi Central,food,hawker centre,ChIJVfXm0Yga2jERL-ikNXm_glE,OK,,5,353 Clementi Food Centre
2026-07-16T13:16:59.673592,place_details_reviews,Clementi,Clementi Central,food,food court,ChIJscN7Mo4a2jERdItAjVicHh4,OK,,5,EAT.
2026-07-16T13:17:00.474478,place_details_reviews,Clementi,Clementi Central,food,coffee shop,ChIJsagBcgAb2jERAeP1PYWVL58,OK,,5,Grounds On A Hill Coffee
2026-07-16T13:17:00.898566,place_details_reviews,Clementi,Clementi Central,food,coffee shop,ChIJcXPxPAAb2jERncmNWc0znBk,OK,,5,OLLA Specialty Coffee (Clementi)
2026-07-16T13:17:01.690303,place_details_reviews,Clementi,Clementi Central,food,restaurant,ChIJ-0DAQI4a2jERVIPajSdgj58,OK,,5,Sichuan Tianfu Restaurant (Clementi) 天府川菜 (金文泰)
2026-07-16T13:17:02.479114,place_details_reviews,Clementi,Clementi Central,food,restaurant,ChIJR809ipkb2jERsEDoBDnhFEw,OK,,5,Yakiniku Like (The Clementi Mall)
2026-07-16T13:17:02.968807,place_details_reviews,Clementi,Clementi Central,shopping,shopping mall,ChIJx-z0woAb2jERWCikcBMIH5w,OK,,5,Clementi Town Centre
