timestamp,api_type,planning_area,subzone,poi_dimension,place_query_type,query,status,error_message,result_count,place_name
2026-07-16T13:17:50.114590,place_details_reviews,Clementi,Faber,food,restaurant,ChIJXY4jC5ka2jER7-pcR1iUa70,OK,,5,Faber Valley Pub & Restaurant
2026-07-16T13:17:50.551541,place_details_reviews,Clementi,Faber,recreation,cinema,ChIJFx7cQgAR2jERum7NN5FvIOk,OK,,5,Shaw Theatres JEM
2026-07-16T13:17:51.120857,place_details_reviews,Clementi,Faber,recreation,playground,ChIJn1--Lpoa2jERiff3uLN6tcU,OK,,5,Faber Hill Playground
2026-07-16T13:17:51.848137,place_details_reviews,Clementi,Faber,nature,park,ChIJIaWxuJsa2jERGvoChGe8vLA,OK,,0,Faber Park
2026-07-16T13:17:52.482675,place_details_reviews,Clementi,Faber,nature,nature reserve,ChIJR9wDuIwQ2jERp5g9l0m9MQ0,OK,,5,Rifle Range Nature Park
2026-07-16T13:17:53.311908,place_details_reviews,Clementi,Faber,nature,garden,ChIJ3bfV7Dcb2jERqWC6pC8Gcp8,OK,,5,Far East Flora Centre
2026-07-16T13:17:54.077252,place_details_reviews,Clementi,Faber,nature,garden,ChIJMyLu454a2jERzimy_5l6hVA,OK,,5,Faber Heights Park
2026-07-16T13:17:54.893323,place_details_reviews,Clementi,Faber,nature,beach,ChIJGRb30_Qb2jERDhsB6xV90Hk,OK,,5,Simple Café 簡單。
2026-07-16T13:17:55.590730,place_details_reviews,Clementi,Faber,nature,waterfront,ChIJLTBwCgAb2jERspUr0KEMYGg,OK,,3,Faber Residence
2026-07-16T13:17:56.071558,place_details_reviews,Clementi,Faber,nature,park connector,ChIJr2WxKQAb2jERYLHhlLr4vso,OK,,2,Parc Riviera Park Connector
2026-07-16T13:17:57.010383,place_details_reviews,Clementi,Pandan,education,kindergarten,ChIJq6qqenwa2jERP0R-9EAdsSQ,OK,,5,Kinderland Preschool @ Pandan Valley (near Holland)
2026-07-16T13:17:57.770977,place_details_reviews,Clementi,Pandan,education,junior college,ChIJwURjtzoQ2jERlHPeEoKRpho,OK,,5,Millennia Institute
2026-07-16T13:17:58.165040,place_details_reviews,Clementi,Pandan,education,university,ChIJ2QJCeFYa2jERa434wdYIjUg,OK,,5,National University of Singapore
2026-07-16T13:17:59.035061,place_details_reviews,Clementi,Pandan,transport,MRT station,ChIJIz0plWYb2jERJ_oheIb2nEA,OK,,5,Pandan Reservoir MRT Station (JE7) (U/C)
2026-07-16T13:17:59.745862,place_details_reviews,Clementi,Pandan,transport,bus stop,ChIJa0X_TIYa2jERIT8AEPYtE_g,OK,,3,Bef Clementi Rd
2026-07-16T13:18:00.229852,place_details_reviews,Clementi,Pandan,transport,bus stop,ChIJ-cfy-J8a2jERCLRj9wipYFI,OK,,5,Ulu Pandan Bus Depot
2026-07-16T13:18:01.001178,place_details_reviews,Clementi,Pandan,food,hawker centre,ChIJyRcdyZMa2jERVyFlLiByOAw,OK,,5,Ayer Rajah Food Centre
2026-07-16T13:18:01.651129,place_details_reviews,Clementi,Pandan,food,food court,ChIJwZ3e8YAb2jERq-gdbppCuxc,OK,,5,FoodStop West Coast
2026-07-16T13:18:02.414143,place_details_reviews,Clementi,Pandan,food,food court,ChIJUYd4EwAb2jERwPDZI8eDXlQ,OK,,5,111 Restaurant
2026-07-16T13:18:02.759138,place_details_reviews,Clementi,Pandan,food,coffee shop,ChIJNfvv6EYb2jERcRC3iqaw8N0,OK,,0,Generation Coffee Roasters (Roastery)
2026-07-16T13:18:03.153093,place_details_reviews,Clementi,Pandan,shopping,grocery store,ChIJI9AJqksb2jERdafpPHdj-vA,OK,,5,VN Super Mart
2026-07-16T13:18:04.013444,place_details_reviews,Clementi,Pandan,shopping,convenience store,ChIJ9z3zDAAb2jERhivZdv7qhbA,OK,,5,Su ဆု Minimart
2026-07-16T13:18:04.451630,place_details_reviews,Clementi,Pandan,shopping,convenience store,ChIJ617YDAIb2jER66VUAV00mJo,OK,,5,Free & Easy Minimart
2026-07-16T13:18:05.183470,place_details_reviews,Clementi,Pandan,shopping,wet market,ChIJA-S30F8b2jER46-WSc7Ak2g,OK,,5,Teban Gardens Wet Market
2026-07-16T13:18:06.045470,place_details_reviews,Clementi,Pandan,recreation,gym,ChIJe1aBYRwb2jERfzD_q169UrA,OK,,5,GOFIT Clementi
2026-07-16T13:18:06.742735,place_details_reviews,Clementi,Pandan,recreation,gym,ChIJJcl0IiYb2jERxHPkqfUAlnk,OK,,5,Homeground Gym & Pilates Clementi
2026-07-16T13:18:07.610730,place_details_reviews,Clementi,Pandan,recreation,community club,ChIJ4ydWlqMa2jERWCR933Y5D7s,OK,,5,Ayer Rajah Community Club
2026-07-16T13:18:08.144027,place_details_reviews,Clementi,Pandan,recreation,community club,ChIJtz1R2mga2jERc_byP81F7PQ,OK,,5,Ulu Pandan Community Club
2026-07-16T13:18:08.628612,place_details_reviews,Clementi,Pandan,recreation,playground,ChIJXQaYPaQb2jER8K5AKkAIffg,OK,,5,Wan To Play Candyland
2026-07-16T13:18:09.134620,place_details_reviews,Clementi,Pandan,nature,park,EiRVbHUgUGFuZGFuIFBhcmsgQ29ubmVjdG9yLCBTaW5nYXBvcmUiLiosChQKEgnN-iwAZxraMRFhhngXUE_olxIUChIJV4YgZpAa2jERoKTarqz3AAU,OK,,0,Ulu Pandan Park Connector
2026-07-16T13:18:09.687696,place_details_reviews,Clementi,Pandan,nature,garden,ChIJ-y8iC6Ma2jER9m4xIt5bF5U,OK,,0,Pandan Gardens
2026-07-16T13:18:10.056561,place_details_reviews,Clementi,Pandan,nature,beach,ChIJFct34Gob2jERj-st-5QYd7M,OK,,5,Sungei Pandan Kechil Canal
2026-07-16T13:18:10.563234,place_details_reviews,Clementi,Pandan,nature,beach,ChIJRylCgGEb2jERKBIeG6VpYRs,OK,,5,Sungei Ulu Pandan
2026-07-16T13:18:11.460642,place_details_reviews,Clementi,Sunset Way,education,kindergarten,ChIJKz89vIMa2jERZdIU9Cfbv2c,OK,,5,Brighton Montessori Sunset
2026-07-16T13:18:12.044122,place_details_reviews,Clementi,Sunset Way,education,kindergarten,ChIJgTnUcwAb2jERnv4AeuhiPgs,OK,,5,Maple Bear Sunset Way
2026-07-16T13:18:12.423256,place_details_reviews,Clementi,Sunset Way,education,tuition centre,ChIJDSOmDWMb2jERCLLh1M1Da6E,OK,,1,M.A.P Explorer Education Centre (Tuition)
2026-07-16T13:18:13.373877,place_details_reviews,Clementi,Sunset Way,education,library,ChIJgSLBhIAQ2jER03pM4hD-5EY,OK,,5,Tay Eng Soon Library
2026-07-16T13:18:13.891601,place_details_reviews,Clementi,Sunset Way,transport,MRT station,ChIJ6cVTvIMa2jERoTdx0Yl90Ao,OK,,5,Cafe Sunset Railway
2026-07-16T13:18:14.451345,place_details_reviews,Clementi,Sunset Way,transport,bus stop,ChIJv-onyIYa2jERcyqgLFImNIA,OK,,5,Blk 109
2026-07-16T13:18:14.859805,place_details_reviews,Clementi,Sunset Way,transport,LRT station,ChIJn7D8coQa2jERiSKXSS_tHe0,OK,,5,Sunset Way Railway Tracks
2026-07-16T13:18:15.502001,place_details_reviews,Clementi,Sunset Way,food,hawker centre,ChIJtbyEvYMa2jER77Hu-7hp-Eg,OK,,5,Clementi Arcade
2026-07-16T13:18:16.212609,place_details_reviews,Clementi,Sunset Way,food,coffee shop,ChIJ8e9lSuIb2jERq5pTQXUZvEs,OK,,5,Coffee & Friends (Sunset Way)
2026-07-16T13:18:16.675728,place_details_reviews,Clementi,Sunset Way,food,restaurant,ChIJxescUYEa2jERQAF3aQjd56U,OK,,5,Chin Huat Live Seafood
2026-07-16T13:18:17.169427,place_details_reviews,Clementi,Sunset Way,shopping,supermarket,ChIJF9WwooMa2jERojSmCo5p7XQ,OK,,5,Cold Storage
2026-07-16T13:18:17.699026,place_details_reviews,Clementi,Sunset Way,shopping,grocery store,ChIJs3BMS4Ea2jERUjgFoJxXaR8,OK,,5,Grindelwald Supermarket
2026-07-16T13:18:18.354466,place_details_reviews,Clementi,Sunset Way,shopping,convenience store,ChIJiRVSS4Ea2jERz4B5894O_j8,OK,,5,7-Eleven
2026-07-16T13:18:19.101563,place_details_reviews,Clementi,Sunset Way,shopping,convenience store,ChIJtbyEvYMa2jERvd0ry4NL3A8,OK,,5,Baker & Cook - Sunset Way
2026-07-16T13:18:20.126149,place_details_reviews,Clementi,Sunset Way,recreation,gym,ChIJOX1I98sb2jERzuhrDa4K3oM,OK,,5,OneFitFinity
2026-07-16T13:18:20.804253,place_details_reviews,Clementi,Sunset Way,recreation,gym,ChIJuUuORDob2jERmfgF6NeeBg0,OK,,0,The Gym Pod @ 113 Clementi Sunset Way
2026-07-16T13:18:21.289958,place_details_reviews,Clementi,Sunset Way,recreation,swimming complex,ChIJoXAXVngQ2jERUBFV7s44PWM,OK,,5,Clementi Park Condo
2026-07-16T13:18:21.896231,place_details_reviews,Clementi,Sunset Way,recreation,community club,ChIJ0f08QIEa2jERumfk1GoHGvU,OK,,3,Sunset Way Residents' Committee
2026-07-16T13:18:22.703482,place_details_reviews,Clementi,Sunset Way,recreation,playground,ChIJN7mZeHgQ2jERWJkf5Y5EL-E,OK,,5,Sunset Way Playground
2026-07-16T13:18:23.540908,place_details_reviews,Clementi,Sunset Way,recreation,playground,ChIJa-p4DngQ2jERpc5w4tUH6pg,OK,,5,Sunset Way Park
2026-07-16T13:18:24.126082,place_details_reviews,Clementi,Sunset Way,nature,garden,ChIJSXint3gQ2jERnjNjtcj52xo,OK,,5,Sunset Heights Open Space
2026-07-16T13:18:24.775482,place_details_reviews,Clementi,Sunset Way,nature,beach,ChIJ5-sa3Xob2jER38IAYFUmJck,OK,,5,Sunset Way Residence
2026-07-16T13:18:25.279638,place_details_reviews,Clementi,Toh Tuck,education,childcare centre,ChIJicRcN4Mb2jERIRTRqbs-aGM,OK,,5,Cheston Montessori Preschools
2026-07-16T13:18:25.777809,place_details_reviews,Clementi,Toh Tuck,education,primary school,ChIJdyiT7Zoa2jERYb9WS5tE5k0,OK,,0,Nan Hua Primary School
2026-07-16T13:18:26.223103,place_details_reviews,Clementi,Toh Tuck,education,library,ChIJq93ndYcQ2jERjHV_c00fWVM,OK,,5,Lien Ying Chow Library
2026-07-16T13:18:26.816443,place_details_reviews,Clementi,Toh Tuck,transport,MRT station,ChIJiweWNQAb2jERMS7B521X5wA,OK,,1,Clementi MRT Station (CR17)
2026-07-16T13:18:27.357387,place_details_reviews,Clementi,Toh Tuck,transport,bus stop,ChIJF1z_Npwa2jERQf9VQI71cHA,OK,,1,Bef Toh Tuck Ave
2026-07-16T13:18:27.865899,place_details_reviews,Clementi,Toh Tuck,food,hawker centre,ChIJrafOgW0Q2jERofCmL5b8VqU,OK,,5,FoodHub @ Enterprise Hub
2026-07-16T13:18:28.629432,place_details_reviews,Clementi,Toh Tuck,food,coffee shop,ChIJSx5nSwAb2jERFUGe8eXovj4,OK,,5,Kopi Tarik
2026-07-16T13:18:29.461872,place_details_reviews,Clementi,Toh Tuck,food,restaurant,ChIJ01L-jZUR2jERR7_ocHmMkVQ,OK,,5,32 Seafood | 煮炒 | 活海鲜
2026-07-16T13:18:29.975637,place_details_reviews,Clementi,Toh Tuck,food,restaurant,ChIJf7BZnB0b2jERNpLNADBVCUk,OK,,5,Qi Ji Minced Pork Noodle
2026-07-16T13:18:30.869235,place_details_reviews,Clementi,Toh Tuck,shopping,shopping mall,ChIJ82AoVA8Q2jERkHnr1RPW9B4,OK,,5,Westgate
2026-07-16T13:18:31.354070,place_details_reviews,Clementi,Toh Tuck,shopping,supermarket,ChIJi622Im0Q2jERs5j2gNPxfLw,OK,,3,Toh Guan Cafe & Mini Mart
2026-07-16T13:18:31.809445,place_details_reviews,Clementi,Toh Tuck,recreation,swimming complex,ChIJVVJ93ocQ2jER8osZOv0lKQA,OK,,5,Ngee Ann Sports Complex
2026-07-16T13:18:32.655187,place_details_reviews,Clementi,Toh Tuck,nature,garden,ChIJy8R9-tUR2jERbdFR-n66Hmk,OK,,5,Toh Yi Community Garden
2026-07-16T13:18:33.377774,place_details_reviews,Clementi,Toh Tuck,nature,garden,ChIJf1X8egAR2jERH9ODnGr7MOI,OK,,1,Eng Kong Cheng Soon Community Garden
2026-07-16T13:18:34.143231,place_details_reviews,Clementi,Toh Tuck,nature,waterfront,ChIJpRlNluQa2jERt1AMrgNfuhM,OK,,5,Promenade Lookout Jetty
2026-07-16T13:18:34.532667,place_details_reviews,Clementi,West Coast,education,kindergarten,ChIJHxFCY_wa2jERmUyZeAKhW5I,OK,,5,The Schoolhouse West Coast
2026-07-16T13:18:35.131426,place_details_reviews,Clementi,West Coast,education,childcare centre,ChIJ5VYgsZMa2jERHIrJD8PXBSc,OK,,5,KidsCampus West Coast Childcare & Infant Care Centre
2026-07-16T13:18:35.690557,place_details_reviews,Clementi,West Coast,education,tuition centre,ChIJH8s-c4AV2jER1qYwcrlLBkM,OK,,5,HCL Education Centre
2026-07-16T13:18:36.202480,place_details_reviews,Clementi,West Coast,transport,MRT station,ChIJl4tKBgAb2jERT10N1zNblRk,OK,,4,West Coast MRT Station (CR18)
2026-07-16T13:18:36.813900,place_details_reviews,Clementi,West Coast,transport,bus stop,ChIJEb5fLPwa2jERNtZyoz7L_ss,OK,,1,Aft Clementi Rd
2026-07-16T13:18:37.208020,place_details_reviews,Clementi,West Coast,food,restaurant,ChIJWw-iROgb2jER8v4-f4UhHUg,OK,,5,Sanook Kitchen - West Coast Plaza
2026-07-16T13:18:37.891736,place_details_reviews,Clementi,West Coast,food,restaurant,ChIJpaXv6kIb2jERaR2t1KW20sk,OK,,5,Lazy Lizard - NEWest
2026-07-16T13:18:38.305991,place_details_reviews,Clementi,West Coast,shopping,supermarket,ChIJdxS7gPEa2jERd53GKJ48Dr4,OK,,5,Cold Storage
2026-07-16T13:18:38.860131,place_details_reviews,Clementi,West Coast,shopping,grocery store,ChIJh6ma4xwb2jERKEKoUAC-OKo,OK,,5,K-Market(Koryo Mart) West Coast Plaza
2026-07-16T13:18:39.343263,place_details_reviews,Clementi,West Coast,shopping,convenience store,ChIJrVzybQAb2jERZBI5RVlxv_M,OK,,5,GOOD PRICE HUB
2026-07-16T13:18:40.082607,place_details_reviews,Clementi,West Coast,recreation,gym,ChIJS3JE5Ggb2jERRHDCUkB7e5E,OK,,5,BFT West Coast Plaza
2026-07-16T13:18:40.754890,place_details_reviews,Clementi,West Coast,nature,garden,ChIJUyBZUZYa2jERRwB3cRlQXVo,OK,,5,West Coast Gardens
2026-07-16T13:18:41.397169,place_details_reviews,Clementi,West Coast,nature,beach,ChIJP9VXGUYb2jERtdnj6hqK6J0,OK,,1,West coast Road
2026-07-16T13:18:41.941375,place_details_reviews,Clementi,West Coast,nature,park connector,ChIJV0iBUwAb2jERVcTeHmRHQOQ,OK,,3,West Coast Park Connector
